QID,wei_1,wei_2,wei_3
Q1430_C6,0.7562112621,0.778816572,0.7654671902
Q1430_C7,0.4644690616,0.4990598391,0.4819504591
Q1430_C8,0,0,0
Q1431_C1,0,0,0
Q1431_C2,0,0,0
Q1432_C1,0,0,0
Q1432_C2,0,0,0
Q1432_C3,0,0,0
Q1432_C4,0,0,0
Q1432_C5,0,0,0
Q1432_C6,0,0,0
Q1432_C7,0,0,0
Q1432_C8,0,0,0
Q1433_C1,0,0,0
Q1433_C2,0,0,0
Q1433_C3,1,1,1
Q1433_C4,0,0,0
Q1434_C1,0,0,0
Q1434_C2,0,0,0
Q1434_C3,0,0,0
Q1435_C1,0,0,0
Q1435_C2,0,0,0
Q1435_C3,0,0,0
Q1435_C4,0,0,0
Q1436_C1,0,0,0
Q1437_C1,0,0,0
Q1437_C2,0,0,0
Q1437_C3,0,0,0
Q1437_C4,0,0,0
Q1437_C5,0,0,0
Q1437_C6,0,0,0
Q1437_C7,0,0,0
Q1438_C1,0,0,0
Q1438_C2,0,0,0
Q1438_C3,0,0,0
Q1438_C4,0,0,0
Q1438_C5,0,0,0
Q1438_C6,0,0,0
Q1438_C7,0,0,0
Q1438_C8,0,0,0
Q1438_C9,0,0,0
Q1438_C10,0,0,0
Q1438_C11,0,0,0
Q1439_C1,0,0,0
Q1439_C2,1,1,1
Q1439_C3,0,0,0
Q1439_C4,0,0,0
Q1439_C5,0,0,0
Q1440_C1,1,1,1
Q1440_C2,1,1,1
Q1440_C3,0,0,0
Q1440_C4,1,1,1
Q1441_C1,0,0,0
Q1441_C2,0.3182213776,0.3196784131,0.3159249793
Q1441_C3,0,0,0
Q1441_C4,0,0,0
Q1441_C5,0.3182213776,0.3196784131,0.3159249793
Q1441_C6,1,1,1
Q1441_C7,0,0,0
Q1441_C8,0.3182213776,0.3196784131,0.3159249793
Q1442_C1,0,0,0
Q1442_C2,0,0,0
Q1442_C3,0,0,0
Q1443_C1,0,0,0
Q1443_C2,0,0,0
Q1443_C3,1,1,1
Q1443_C4,0,0,0
Q1443_C5,0.4851058836,0.4928293008,0.4967913256
Q1444_C1,0,0,0
Q1444_C2,0,0,0
Q1444_C3,0,0,0
Q1444_C4,1,1,1
Q1444_C5,0,0,0
Q1444_C6,0,0,0
Q1444_C7,0,0,0
Q1445_C1,0,0,0
Q1445_C2,0,0,0
Q1445_C3,0,0,0
Q1446_C1,0,0,0
Q1446_C2,0,0,0
Q1446_C3,0,0,0
Q1447_C1,0,0,0
Q1447_C2,0,0,0
Q1447_C3,0,0,0
Q1447_C4,0,0,0
Q1447_C5,0,0,0
Q1447_C6,0,0,0
Q1448_C1,1,1,1
Q1448_C2,0,0,0
Q1448_C3,0.5795609735,0.5714246508,0.5743463713
Q1448_C4,0,0,0
Q1448_C5,0,0,0
Q1448_C6,1,1,1
Q1449_C1,0,0,0
Q1449_C2,0,0,0
Q1449_C3,0,0,0
Q1449_C4,0,0,0
Q1450_C1,0,0,0
Q1450_C2,0.6059337694,0.570133511,0.6105750731
Q1450_C3,1,1,1
Q1451_C1,0,0,0
Q1451_C2,0,0,0
Q1451_C3,0,0,0
Q1451_C4,0,0,0
Q1451_C5,0,0,0
Q1452_C1,0,0,0
Q1452_C2,1,1,1
Q1452_C3,0,0,0
Q1452_C4,0.5181955082,0.5162947277,0.5177020381
Q1453_C1,0,0,0
Q1454_C1,0,0,0
Q1454_C2,0,0,0
Q1454_C3,0,0,0
Q1454_C4,1,1,1
Q1455_C1,0,0,0
Q1455_C2,0,0,0
Q1455_C3,0,0,0
Q1455_C4,0,0,0
Q1455_C5,0,0,0
Q1456_C1,0,0,0
Q1456_C2,0,0,0
Q1456_C3,0,0,0
Q1456_C4,0,0,0
Q1456_C5,0,0,0
Q1457_C1,0,0,0
Q1457_C2,0,0,0
Q1457_C3,0,0,0
Q1457_C4,0,0,0
Q1457_C5,1,1,1
Q1457_C6,0,0,0
Q1457_C7,0,0,0
Q1457_C8,0,0,0
Q1457_C9,1,1,1
Q1457_C10,0,0,0
Q1457_C11,0,0,0
Q1458_C1,0,0,0
Q1458_C2,0,0,0
Q1458_C3,0,0,0
Q1458_C4,0,0,0
Q1458_C5,0,0,0
Q1458_C6,0,0,0
Q1459_C1,0,0,0
Q1459_C2,0,0,0
Q1459_C3,0,0,0
Q1459_C4,0,0,0
Q1459_C5,0,0,0
Q1459_C6,1,1,1
Q1460_C1,0,0,0
Q1460_C2,0,0,0
Q1460_C3,0,0,0
Q1460_C4,0,0,0
Q1460_C5,0,0,0
Q1460_C6,0,0,0
Q1460_C7,0,0,0
Q1461_C1,0,0,0
Q1462_C1,0,0,0
Q1462_C2,0,0,0
Q1462_C3,0,0,0
Q1462_C4,0,0,0
Q1462_C5,0,0,0
Q1462_C6,0,0,0
Q1462_C7,0,0,0
Q1462_C8,0,0,0
Q1462_C9,0,0,0
Q1462_C10,0,0,0
Q1462_C11,1,1,1
Q1462_C12,0,0,0
Q1462_C13,0,0,0
Q1462_C14,0,0,0
Q1462_C15,0,0,0
Q1462_C16,0,0,0
Q1463_C1,1,1,1
Q1463_C2,0,0,0
Q1463_C3,0,0,0
Q1464_C1,1,1,1
Q1464_C2,0.6447544403,0.6470042026,0.6464576195
Q1464_C3,0,0,0
Q1464_C4,0,0,0
Q1464_C5,0.6447544403,0.6470042026,0.6464576195
Q1465_C1,0,0,0
Q1465_C2,0,0,0
Q1465_C3,0,0,0
Q1466_C1,0,0,0
Q1466_C2,0.5144992211,0.5170305283,0.5148260954
Q1466_C3,1,1,1
Q1466_C4,0.3580015792,0.3475179554,0.3551208571
Q1466_C5,0.1274991997,0.1354515163,0.1300530475
Q1466_C6,0.6419984208,0.6524820446,0.6448791429
Q1466_C7,0.6419984208,0.6524820446,0.6448791429
Q1466_C8,0,0,0
Q1466_C9,0.6419984208,0.6524820446,0.6448791429
Q1466_C10,0,0,0
Q1466_C11,0.1274991997,0.1354515163,0.1300530475
Q1466_C12,0.3580015792,0.3475179554,0.3551208571
Q1466_C13,0,0,0
Q1466_C14,0.5144992211,0.5170305283,0.5148260954
Q1466_C15,0.8725008003,0.8645484837,0.8699469525
Q1466_C16,0.5144992211,0.5170305283,0.5148260954
Q1466_C17,0.6419984208,0.6524820446,0.6448791429
Q1466_C18,0,0,0
Q1467_C1,1,1,1
Q1467_C2,0,0,0
Q1467_C3,1,1,1
Q1467_C4,1,1,1
Q1467_C5,0,0,0
Q1467_C6,0,0,0
Q1467_C7,0,0,0
Q1468_C1,0,0,0
Q1468_C2,0,0,0
Q1468_C3,0,0,0
Q1468_C4,1,1,1
Q1468_C5,0,0,0
Q1468_C6,0,0,0
Q1468_C7,0,0,0
Q1468_C8,0.661261334,0.6617083178,0.6588527739
Q1468_C9,0.3468280648,0.3456201834,0.3447797884
Q1468_C10,0.661261334,0.6617083178,0.6588527739
Q1468_C11,0.661261334,0.6617083178,0.6588527739
Q1469_C1,0,0,0
Q1469_C2,0,0,0
Q1469_C3,0,0,0
Q1469_C4,0,0,0
Q1469_C5,0,0,0
Q1469_C6,0,0,0
Q1470_C1,0,0,0
Q1470_C2,0,0,0
Q1470_C3,0,0,0
Q1470_C4,0,0,0
Q1470_C5,0,0,0
Q1470_C6,0,0,0
Q1470_C7,0,0,0
Q1470_C8,1,1,1
Q1470_C9,1,1,1
Q1470_C10,1,1,1
Q1470_C11,1,1,1
Q1470_C12,0,0,0
Q1471_C1,0,0,0
Q1471_C2,0.4919775597,0.4928255206,0.4928991638
Q1471_C3,0.5080224403,0.5071744794,0.5071008362
Q1471_C4,0,0,0
Q1471_C5,0.4919775597,0.4928255206,0.4928991638
Q1471_C6,0,0,0
Q1471_C7,0,0,0
Q1471_C8,0,0,0
Q1471_C9,0,0,0
Q1471_C10,0.5080224403,0.5071744794,0.5071008362
Q1471_C11,0,0,0
Q1471_C12,1,1,1
Q1471_C13,0,0,0
Q1472_C1,0,0,0
Q1472_C2,0,0,0
Q1472_C3,0,0,0
Q1472_C4,0,0,0
Q1473_C1,0,0,0
Q1473_C2,0,0,0
Q1474_C1,0,0,0
Q1474_C2,0,0,0
Q1474_C3,0,0,0
Q1474_C4,0,0,0
Q1474_C5,0,0,0
Q1474_C6,0,0,0
Q1474_C7,0,0,0
Q1475_C1,0,0,0
Q1475_C2,0,0,0
Q1476_C1,0,0,0
Q1476_C2,0,0,0
Q1476_C3,0,0,0
Q1476_C4,0,0,0
Q1477_C1,0,0,0
Q1477_C2,0,0,0
Q1477_C3,0.4574730897,0.4603269261,0.4462075073
Q1477_C4,1,1,1
Q1477_C5,0.4574730897,0.4603269261,0.4462075073
Q1477_C6,0,0,0
Q1477_C7,1,1,1
Q1477_C8,0.4574730897,0.4603269261,0.4462075073
Q1477_C9,1,1,1
Q1477_C10,0,0,0
Q1477_C11,0.4574730897,0.4603269261,0.4462075073
Q1478_C1,0,0,0
Q1478_C2,0.5364165491,0.5330456582,0.5316506564
Q1478_C3,0.5364165491,0.5330456582,0.5316506564
Q1478_C4,1,1,1
Q1478_C5,0,0,0
Q1478_C6,0.5364165491,0.5330456582,0.5316506564
Q1478_C7,0.5364165491,0.5330456582,0.5316506564
Q1478_C8,0,0,0
Q1478_C9,0.5491386196,0.5444370925,0.5547219707
Q1478_C10,0,0,0
Q1478_C11,0,0,0
Q1479_C1,1,1,1
Q1479_C2,0,0,0
Q1479_C3,1,1,1
Q1479_C4,0,0,0
Q1480_C1,0,0,0
Q1480_C2,0,0,0
Q1480_C3,0,0,0
Q1480_C4,0,0,0
Q1481_C1,0,0,0
Q1481_C2,0,0,0
Q1481_C3,0,0,0
Q1481_C4,1,1,1
Q1481_C5,0,0,0
Q1482_C1,0,0,0
Q1482_C2,0,0,0
Q1482_C3,0,0,0
Q1482_C4,0,0,0
Q1482_C5,0,0,0
Q1482_C6,0,0,0
Q1482_C7,0,0,0
Q1483_C1,0.6565094221,0.6424784613,0.647168338
Q1483_C2,0,0,0
Q1483_C3,0.3434905779,0.3575215387,0.352831662
Q1483_C4,0.6565094221,0.6424784613,0.647168338
Q1483_C5,0.6565094221,0.6424784613,0.647168338
Q1483_C6,0.3434905779,0.3575215387,0.352831662
Q1483_C7,0,0,0
Q1483_C8,1,1,1
Q1483_C9,0,0,0
Q1483_C10,1,1,1
Q1483_C11,0.3434905779,0.3575215387,0.352831662
Q1483_C12,0,0,0
Q1483_C13,0,0,0
Q1483_C14,0,0,0
Q1483_C15,0,0,0
Q1483_C16,0,0,0
Q1484_C1,0,0,0
Q1484_C2,0,0,0
Q1485_C1,1,1,1
Q1485_C2,0,0,0
Q1486_C1,0,0,0
Q1486_C2,0,0,0
Q1487_C1,0,0,0
Q1488_C1,0,0,0
Q1488_C2,0,0,0
Q1488_C3,0,0,0
Q1488_C4,0,0,0
Q1488_C5,0,0,0
Q1488_C6,0,0,0
Q1488_C7,0,0,0
Q1488_C8,1,1,1
Q1488_C9,0,0,0
Q1489_C1,0,0,0
Q1489_C2,0,0,0
Q1490_C1,0,0,0
Q1490_C2,0,0,0
Q1491_C1,0,0,0
Q1492_C1,0,0,0
Q1492_C2,0,0,0
Q1492_C3,0,0,0
Q1493_C1,0,0,0
Q1493_C2,0,0,0
Q1493_C3,0,0,0
Q1493_C4,0,0,0
Q1493_C5,0,0,0
Q1493_C6,0,0,0
Q1493_C7,0,0,0
Q1493_C8,0,0,0
Q1494_C1,0,0,0
Q1494_C2,0,0,0
Q1495_C1,0,0,0
Q1496_C1,0,0,0
Q1496_C2,0,0,0
Q1496_C3,0,0,0
Q1496_C4,0.5057309423,0.5054419175,0.5044466749
Q1496_C5,0,0,0
Q1496_C6,0,0,0
Q1496_C7,0,0,0
Q1496_C8,0,0,0
Q1496_C9,0,0,0
Q1496_C10,0,0,0
Q1496_C11,0,0,0
Q1496_C12,0,0,0
Q1496_C13,0.5057309423,0.5054419175,0.5044466749
Q1496_C14,1,1,1
Q1496_C15,0,0,0
Q1496_C16,0,0,0
Q1496_C17,0.6972059662,0.6737704284,0.685026412
Q1496_C18,0,0,0
Q1496_C19,0,0,0
Q1496_C20,0,0,0
Q1496_C21,0.5460061151,0.541456257,0.5469978908
Q1496_C22,0,0,0
Q1496_C23,0,0,0
Q1496_C24,0,0,0
Q1497_C1,1,1,1
Q1497_C2,0.5780476201,0.5701827682,0.5727939893
Q1497_C3,0,0,0
Q1497_C4,0.5780476201,0.5701827682,0.5727939893
Q1498_C1,0,0,0
Q1498_C2,0,0,0
Q1498_C3,1,1,1
Q1499_C1,0,0,0
Q1499_C2,0.6350217225,0.6353756154,0.6281039137
Q1499_C3,0,0,0
Q1499_C4,1,1,1
Q1499_C5,0.3649782775,0.3646243846,0.3718960863
Q1499_C6,0.3741941085,0.3733304307,0.3648751484
Q1499_C7,0,0,0
Q1499_C8,0.260827614,0.2620451847,0.2632287653
Q1499_C9,0,0,0
Q1499_C10,0,0,0
Q1499_C11,0,0,0
Q1500_C1,0,0,0
Q1500_C2,0,0,0
Q1500_C3,0,0,0
Q1500_C4,0,0,0
Q1500_C5,0,0,0
Q1501_C1,0,0,0
Q1501_C2,0,0,0
Q1501_C3,0,0,0
Q1501_C4,0,0,0
Q1501_C5,0.7884338319,0.7876882371,0.7880739276
Q1501_C6,0,0,0
Q1501_C7,0,0,0
Q1501_C8,0,0,0
Q1501_C9,0.1872449261,0.1901936608,0.189754713
Q1501_C10,0.5140800618,0.5054945066,0.5102594538
Q1501_C11,0,0,0
Q1501_C12,0.5140800618,0.5054945066,0.5102594538
Q1501_C13,0,0,0
Q1501_C14,0,0,0
Q1501_C15,0,0,0
Q1501_C16,0,0,0
Q1501_C17,0.2986750121,0.3043118326,0.2999858331
Q1501_C18,1,1,1
Q1501_C19,0.262247046,0.2573227639,0.2603171618
Q1502_C1,0,0,0
Q1502_C2,0,0,0
Q1502_C3,0,0,0
Q1502_C4,0,0,0
Q1502_C5,0,0,0
Q1502_C6,0,0,0
Q1503_C1,0,0,0
Q1503_C2,0,0,0
Q1503_C3,0,0,0
Q1503_C4,0,0,0
Q1503_C5,0,0,0
Q1504_C1,0,0,0
Q1504_C2,0,0,0
Q1504_C3,0,0,0
Q1504_C4,0,0,0
Q1504_C5,0,0,0
Q1505_C1,0,0,0
Q1505_C2,0.7731894906,0.785813064,0.7802118172
Q1505_C3,1,1,1
Q1505_C4,1,1,1
Q1505_C5,0,0,0
Q1505_C6,0,0,0
Q1505_C7,0,0,0
Q1506_C1,0,0,0
Q1506_C2,0,0,0
Q1506_C3,0,0,0
Q1506_C4,0,0,0
Q1506_C5,0,0,0
Q1507_C1,0,0,0
Q1507_C2,0,0,0
Q1507_C3,0,0,0
Q1507_C4,0,0,0
Q1507_C5,0,0,0
Q1508_C1,0,0,0
Q1508_C2,0,0,0
Q1508_C3,0,0,0
Q1508_C4,0,0,0
Q1508_C5,0,0,0
Q1508_C6,0,0,0
Q1508_C7,0,0,0
Q1508_C8,0,0,0
Q1509_C1,1,1,1
Q1509_C2,0.8209200182,0.8384753856,0.8319774372
Q1509_C3,0,0,0
Q1509_C4,1,1,1
Q1510_C1,0,0,0
Q1510_C2,0,0,0
Q1510_C3,0,0,0
Q1510_C4,0,0,0
Q1510_C5,0,0,0
Q1511_C1,0,0,0
Q1511_C2,0,0,0
Q1511_C3,0,0,0
Q1511_C4,0,0,0
Q1512_C1,0,0,0
Q1513_C1,0,0,0
Q1514_C1,0,0,0
Q1514_C2,0,0,0
Q1514_C3,0,0,0
Q1514_C4,0,0,0
Q1515_C1,0,0,0
Q1515_C2,0,0,0
Q1515_C3,0,0,0
Q1515_C4,0,0,0
Q1515_C5,0,0,0
Q1515_C6,0,0,0
Q1516_C1,0,0,0
Q1516_C2,0,0,0
Q1516_C3,0,0,0
Q1516_C4,0,0,0
Q1516_C5,0,0,0
Q1516_C6,0,0,0
Q1516_C7,0,0,0
Q1517_C1,0,0,0
Q1517_C2,0,0,0
Q1517_C3,0,0,0
Q1517_C4,0,0,0
Q1518_C1,1,1,1
Q1518_C2,0,0,0
Q1518_C3,0,0,0
Q1518_C4,0,0,0
Q1519_C1,0,0,0
Q1519_C2,0,0,0
Q1519_C3,0,0,0
Q1520_C1,1,1,1
Q1520_C2,0,0,0
Q1520_C3,1,1,1
Q1520_C4,0,0,0
Q1520_C5,1,1,1
Q1520_C6,0,0,0
Q1521_C1,0,0,0
Q1521_C2,0,0,0
Q1521_C3,0,0,0
Q1521_C4,0,0,0
Q1521_C5,0,0,0
Q1521_C6,0,0,0
Q1521_C7,0,0,0
Q1521_C8,0,0,0
Q1521_C9,0,0,0
Q1521_C10,0,0,0
Q1521_C11,0,0,0
Q1521_C12,1,1,1
Q1522_C1,0,0,0
Q1522_C2,0,0,0
Q1522_C3,0,0,0
Q1522_C4,0,0,0
Q1522_C5,0,0,0
Q1523_C1,0,0,0
Q1523_C2,0,0,0
Q1523_C3,0,0,0
Q1523_C4,0,0,0
Q1523_C5,0,0,0
Q1523_C6,0,0,0
Q1523_C7,1,1,1
Q1523_C8,1,1,1
Q1523_C9,0,0,0
Q1524_C1,0,0,0
Q1525_C1,1,1,1
Q1525_C2,0,0,0
Q1526_C1,0,0,0
Q1526_C2,0,0,0
Q1526_C3,0,0,0
Q1527_C1,0,0,0
Q1527_C2,0,0,0
Q1527_C3,0,0,0
Q1527_C4,0,0,0
Q1527_C5,0,0,0
Q1528_C1,0,0,0
Q1528_C2,0,0,0
Q1528_C3,0,0,0
Q1528_C4,0,0,0
Q1528_C5,0,0,0
Q1529_C1,0.5873603473,0.5792636939,0.5808975654
Q1529_C2,0.5873603473,0.5792636939,0.5808975654
Q1529_C3,0.5873603473,0.5792636939,0.5808975654
Q1529_C4,0.5873603473,0.5792636939,0.5808975654
Q1529_C5,0.5873603473,0.5792636939,0.5808975654
Q1529_C6,0.5873603473,0.5792636939,0.5808975654
Q1529_C7,0,0,0
Q1529_C8,0,0,0
Q1529_C9,1,1,1
Q1529_C10,0.5873603473,0.5792636939,0.5808975654
Q1529_C11,0,0,0
Q1530_C1,0,0,0
Q1530_C2,0,0,0
Q1530_C3,0,0,0
Q1530_C4,0,0,0
Q1530_C5,0,0,0
Q1530_C6,0,0,0
Q1530_C7,0,0,0
Q1531_C1,0,0,0
Q1531_C2,0,0,0
Q1531_C3,0,0,0
Q1531_C4,0,0,0
Q1531_C5,1,1,1
Q1531_C6,0,0,0
Q1531_C7,1,1,1
Q1532_C1,0,0,0
Q1532_C2,0,0,0
Q1532_C3,0,0,0
Q1532_C4,1,1,1
Q1533_C1,0,0,0
Q1533_C2,0,0,0
Q1533_C3,0,0,0
Q1534_C1,0,0,0
Q1534_C2,0,0,0
Q1534_C3,0,0,0
Q1534_C4,0,0,0
Q1535_C1,0,0,0
Q1535_C2,1,1,1
Q1535_C3,0,0,0
Q1535_C4,1,1,1
Q1536_C1,0,0,0
Q1536_C2,0,0,0
Q1536_C3,0,0,0
Q1536_C4,0,0,0
Q1537_C1,0,0,0
Q1537_C2,0,0,0
Q1538_C1,1,1,1
Q1538_C2,0,0,0
Q1539_C1,0,0,0
Q1539_C2,0,0,0
Q1539_C3,0,0,0
Q1540_C1,0,0,0
Q1540_C2,0,0,0
Q1541_C1,0,0,0
Q1542_C1,1,1,1
Q1542_C2,0,0,0
Q1542_C3,1,1,1
Q1542_C4,0,0,0
Q1542_C5,1,1,1
Q1542_C6,1,1,1
Q1542_C7,1,1,1
Q1542_C8,0,0,0
Q1542_C9,0,0,0
Q1542_C10,0,0,0
Q1542_C11,0,0,0
Q1542_C12,0,0,0
Q1542_C13,0,0,0
Q1543_C1,0,0,0
Q1543_C2,0,0,0
Q1543_C3,0,0,0
Q1543_C4,0,0,0
Q1543_C5,0,0,0
Q1544_C1,0,0,0
Q1544_C2,0,0,0
Q1544_C3,0,0,0
Q1544_C4,0,0,0
Q1544_C5,0,0,0
Q1545_C1,0,0,0
Q1545_C2,0,0,0
Q1546_C1,0,0,0
Q1546_C2,0,0,0
Q1546_C3,0,0,0
Q1546_C4,0,0,0
Q1547_C1,0,0,0
Q1547_C2,0,0,0
Q1547_C3,0,0,0
Q1547_C4,1,1,1
Q1547_C5,0,0,0
Q1547_C6,0,0,0
Q1547_C7,0,0,0
Q1547_C8,0,0,0
Q1547_C9,0,0,0
Q1547_C10,0,0,0
Q1547_C11,0,0,0
Q1547_C12,0,0,0
Q1547_C13,0,0,0
Q1547_C14,1,1,1
Q1547_C15,0,0,0
Q1547_C16,0,0,0
Q1547_C17,1,1,1
Q1547_C18,0,0,0
Q1547_C19,0,0,0
Q1547_C20,0,0,0
Q1547_C21,0,0,0
Q1547_C22,0,0,0
Q1547_C23,1,1,1
Q1547_C24,0,0,0
Q1547_C25,1,1,1
Q1547_C26,1,1,1
Q1547_C27,0,0,0
Q1548_C1,0,0,0
Q1548_C2,0,0,0
Q1549_C1,0,0,0
Q1549_C2,0,0,0
Q1549_C3,0,0,0
Q1550_C1,0,0,0
Q1550_C2,0,0,0
Q1550_C3,0,0,0
Q1550_C4,0,0,0
Q1550_C5,0,0,0
Q1551_C1,0.3634743253,0.360856854,0.3610539073
Q1551_C2,1,1,1
Q1551_C3,0,0,0
Q1551_C4,0.6365256747,0.639143146,0.6389460927
Q1552_C1,0,0,0
Q1552_C2,0,0,0
Q1552_C3,1,1,1
Q1552_C4,0,0,0
Q1552_C5,0,0,0
Q1552_C6,0,0,0
Q1552_C7,0,0,0
Q1552_C8,0,0,0
Q1552_C9,0,0,0
Q1552_C10,0,0,0
Q1552_C11,0,0,0
Q1553_C1,0,0,0
Q1553_C2,0,0,0
Q1553_C3,0,0,0
Q1553_C4,0,0,0
Q1553_C5,0,0,0
Q1554_C1,0,0,0
Q1554_C2,0,0,0
Q1555_C1,0,0,0
Q1556_C1,0,0,0
Q1556_C2,0,0,0
Q1556_C3,0,0,0
Q1556_C4,0,0,0
Q1557_C1,0,0,0
Q1557_C2,0,0,0
Q1557_C3,0,0,0
Q1557_C4,0,0,0
Q1557_C5,0,0,0
Q1558_C1,0,0,0
Q1558_C2,0,0,0
Q1558_C3,0,0,0
Q1558_C4,0,0,0
Q1558_C5,1,1,1
Q1558_C6,0,0,0
Q1558_C7,0,0,0
Q1559_C1,0,0,0
Q1559_C2,0,0,0
Q1559_C3,0,0,0
Q1559_C4,0,0,0
Q1559_C5,0,0,0
Q1559_C6,0,0,0
Q1559_C7,0,0,0
Q1560_C1,0.5226475412,0.5207516933,0.5240965393
Q1560_C2,1,1,1
Q1560_C3,0,0,0
Q1560_C4,0,0,0
Q1560_C5,0,0,0
Q1560_C6,1,1,1
Q1560_C7,0,0,0
Q1561_C1,1,1,1
Q1561_C2,0.5188775045,0.5171967238,0.5192508677
Q1561_C3,1,1,1
Q1561_C4,0.5188775045,0.5171967238,0.5192508677
Q1561_C5,0,0,0
Q1561_C6,0.8041581607,0.7988332015,0.8009032387
Q1561_C7,0.5188775045,0.5171967238,0.5192508677
Q1561_C8,0,0,0
Q1562_C1,1,1,1
Q1562_C2,0,0,0
Q1562_C3,1,1,1
Q1563_C1,0,0,0
Q1564_C1,0,0,0
Q1565_C1,0,0,0
Q1565_C2,0,0,0
Q1565_C3,0,0,0
Q1565_C4,0,0,0
Q1565_C5,0,0,0
Q1565_C6,0,0,0
Q1565_C7,0,0,0
Q1565_C8,0,0,0
Q1566_C1,0,0,0
Q1566_C2,0,0,0
Q1566_C3,0,0,0
Q1566_C4,0,0,0
Q1566_C5,0,0,0
Q1566_C6,0,0,0
Q1566_C7,0,0,0
Q1566_C8,0,0,0
Q1567_C1,0.1261080684,0.1326731568,0.1277124261
Q1567_C2,0.3127101808,0.311934588,0.3130385108
Q1567_C3,0.1261080684,0.1326731568,0.1277124261
Q1567_C4,0.3127101808,0.311934588,0.3130385108
Q1567_C5,0.1261080684,0.1326731568,0.1277124261
Q1567_C6,1,1,1
Q1567_C7,0.8555910951,0.8479268473,0.85138938
Q1567_C8,0,0,0
Q1567_C9,0.7294830267,0.7152536905,0.7236769539
Q1567_C10,0.1261080684,0.1326731568,0.1277124261
Q1567_C11,0,0,0
Q1567_C12,0.5428809143,0.5359922593,0.5383508692
Q1567_C13,0,0,0
Q1567_C14,0,0,0
Q1568_C1,0,0,0
Q1568_C2,0,0,0
Q1568_C3,0,0,0
Q1568_C4,0.7512845829,0.7713271186,0.7415879903
Q1568_C5,0.7512845829,0.7713271186,0.7415879903
Q1568_C6,0,0,0
Q1568_C7,0,0,0
Q1568_C8,0,0,0
Q1568_C9,0,0,0
Q1568_C10,1,1,1
Q1568_C11,0,0,0
Q1568_C12,0,0,0
Q1568_C13,0,0,0
Q1569_C1,0,0,0
Q1570_C1,0,0,0
Q1570_C2,0,0,0
Q1571_C1,0,0,0
Q1572_C1,1,1,1
Q1572_C2,0,0,0
Q1572_C3,0,0,0
Q1572_C4,0,0,0
Q1573_C1,0,0,0
Q1573_C2,0,0,0
Q1573_C3,0,0,0
Q1574_C1,0,0,0
Q1575_C1,0,0,0
Q1575_C2,0.5727689468,0.5656672681,0.5706533094
Q1575_C3,0,0,0
Q1575_C4,1,1,1
Q1575_C5,0.4272310532,0.4343327319,0.4293466906
Q1575_C6,0,0,0
Q1575_C7,0,0,0
Q1575_C8,0,0,0
Q1575_C9,0,0,0
Q1575_C10,0,0,0
Q1575_C11,1,1,1
Q1575_C12,0,0,0
Q1575_C13,0.4272310532,0.4343327319,0.4293466906
Q1575_C14,0.5727689468,0.5656672681,0.5706533094
Q1575_C15,0,0,0
Q1575_C16,0,0,0
Q1575_C17,0,0,0
Q1575_C18,0,0,0
Q1575_C19,0.5727689468,0.5656672681,0.5706533094
Q1575_C20,0.4272310532,0.4343327319,0.4293466906
Q1575_C21,0,0,0
Q1575_C22,0,0,0
Q1575_C23,0,0,0
Q1575_C24,0.4272310532,0.4343327319,0.4293466906
Q1575_C25,1,1,1
Q1575_C26,0,0,0
Q1575_C27,0,0,0
Q1575_C28,0.4272310532,0.4343327319,0.4293466906
Q1575_C29,0.5727689468,0.5656672681,0.5706533094
Q1575_C30,0,0,0
Q1575_C31,0,0,0
Q1576_C1,0,0,0
Q1576_C2,0,0,0
Q1576_C3,0,0,0
Q1576_C4,0,0,0
Q1576_C5,0,0,0
Q1576_C6,0,0,0
Q1576_C7,0,0,0
Q1576_C8,0,0,0
Q1576_C9,0,0,0
Q1576_C10,0,0,0
Q1576_C11,0,0,0
Q1576_C12,0,0,0
Q1576_C13,0,0,0
Q1576_C14,0,0,0
Q1576_C15,1,1,1
Q1577_C1,0,0,0
Q1577_C2,1,1,1
Q1577_C3,0,0,0
Q1577_C4,0,0,0
Q1578_C1,0,0,0
Q1578_C2,0,0,0
Q1578_C3,0,0,0
Q1578_C4,0,0,0
Q1579_C1,0,0,0
Q1580_C1,0,0,0
Q1580_C2,0,0,0
Q1581_C1,0,0,0
Q1581_C2,0,0,0
Q1581_C3,0,0,0
Q1581_C4,0,0,0
Q1582_C1,0,0,0
Q1582_C2,0,0,0
Q1583_C1,0,0,0
Q1583_C2,0,0,0
Q1584_C1,0,0,0
Q1584_C2,0,0,0
Q1584_C3,0,0,0
Q1585_C1,0,0,0
Q1585_C2,0,0,0
Q1585_C3,0,0,0
Q1585_C4,0,0,0
Q1585_C5,0,0,0
Q1585_C6,0,0,0
Q1585_C7,0,0,0
Q1585_C8,0,0,0
Q1585_C9,0,0,0
Q1585_C10,0,0,0
Q1585_C11,0,0,0
Q1585_C12,0,0,0
Q1585_C13,0,0,0
Q1585_C14,0,0,0
Q1585_C15,0.5683658662,0.5612924594,0.5635267471
Q1585_C16,0,0,0
Q1585_C17,0,0,0
Q1585_C18,0,0,0
Q1585_C19,0,0,0
Q1585_C20,0,0,0
Q1585_C21,0,0,0
Q1585_C22,0,0,0
Q1585_C23,0,0,0
Q1585_C24,0,0,0
Q1585_C25,0,0,0
Q1585_C26,0,0,0
